Game ID,Name,Playtime (2 weeks),Playtime (forever),Icon URL
227680,StarForge,0,173,http://media.steampowered.com/steamcommunity/public/images/apps/227680/911658bd1dc011bbc5a74cf7358befb093d64115.jpg
242800,Day One: Garry's Incident,0,70,http://media.steampowered.com/steamcommunity/public/images/apps/242800/9bbd64eb0a9b30983e12186cd7cf77718a66aea2.jpg
